wl_um,half_bin_um,clean_binned,model_binned,err_obs,residual,chi2_contrib
2.783098,0.007216673,0.002460097000235954,0.00245545169318161,3.769813e-05,-4.6453070543439265e-06,0.015184106343298228
2.797497,0.007182591,0.002452844088439939,0.002448084004877804,3.84497e-05,-4.7600835621349966e-06,0.015326508917354466
2.811829,0.007149394,0.002449932132875471,0.0024371603752829534,3.884501e-05,-1.2771757592517762e-05,0.10810128561991669
2.826095,0.007116032,0.002440324334234282,0.002423290124486157,3.877345e-05,-1.703420974812509e-05,0.1930079020165093
2.840293,0.007083335,0.0024362522056305177,0.0024121420056346975,3.879995e-05,-2.4110199995820182e-05,0.3861351113572871
2.854428,0.007051029,0.0024254536028211564,0.0024041159578143236,3.925111e-05,-2.1337645006832846e-05,0.2955215019237691
2.868497,0.007018899,0.0024184688359127075,0.0024009312852212653,3.967078e-05,-1.7537550691442295e-05,0.19543232536046895
2.882504,0.006987337,0.0024152103844470576,0.0024027129329518763,3.987444e-05,-1.2497451495181288e-05,0.09823216730476796
2.896446,0.006955948,0.002416849087950135,0.0024021670348984042,4.011834e-05,-1.468205305173078e-05,0.13393302216296682
2.910327,0.006925075,0.0024165683857202995,0.002398936161014179,4.052643e-05,-1.763222470612053e-05,0.18929429596033612
2.924147,0.00689447,0.0024151748361342274,0.0023939790727112546,4.122187e-05,-2.1195763422972736e-05,0.2643886140762625
2.937905,0.006864204,0.002415086729300387,0.0023925075859141626,4.20142e-05,-2.2579143386224337e-05,0.2888169823821068
2.951604,0.00683431,0.002422236040839378,0.0023941004516946987,4.228296e-05,-2.81355891446791e-05,0.4427731349422572
2.965242,0.0068047,0.0024213549662478466,0.002396599771984978,4.214841e-05,-2.4755194262868815e-05,0.3449612282228914
2.978822,0.006775463,0.002421419030018612,0.0024012186893527018,4.227541e-05,-2.0200340665910144e-05,0.22831883027390318
2.992344,0.006746372,0.0024260355807718126,0.002409786674586907,4.263403e-05,-1.6248906184905716e-05,0.1452564712532047
3.005808,0.006717935,0.002433582942154745,0.0024153296515718654,4.307821e-05,-1.8253290582879566e-05,0.17954240448470288
3.019216,0.00668951,0.0024297324313643804,0.0024141971174832643,4.33284e-05,-1.5535313881116092e-05,0.12855671328620405
3.032566,0.006661347,0.0024289174920835476,0.0024113086482752026,4.360346e-05,-1.760884380834493e-05,0.1630871627810245
3.045861,0.00663371,0.002429078466590608,0.002410275354644401,4.391096e-05,-1.880311194620704e-05,0.1833637995089996
3.059101,0.006606112,0.002429262771366739,0.002414499645017882,4.391818e-05,-1.4763126348856827e-05,0.11299728391235886
3.072286,0.006579294,0.002433289074623473,0.0024195683843382084,4.396147e-05,-1.3720690285264764e-05,0.09741088974740385
3.085418,0.006552201,0.0024381821500417252,0.0024229051014936494,4.43021e-05,-1.5277048548075888e-05,0.11891326162905365
3.098495,0.006525589,0.002446175083236951,0.0024278261110116366,4.479054e-05,-1.8348972225314206e-05,0.16782277182975477
3.11152,0.006499531,0.002447742370269723,0.002435177942467675,4.528925e-05,-1.2564427802048191e-05,0.07696533655351917
3.124493,0.006473222,0.0024605636520368384,0.0024428161551719144,4.543462e-05,-1.774749686492402e-05,0.15258098564756875
3.137413,0.006447604,0.0024667094902185095,0.0024522462636110518,4.539371e-05,-1.4463226607457774e-05,0.10151705812391269
3.150283,0.006422223,0.002471672799704197,0.0024630421913823604,4.561794e-05,-8.630608321836403e-06,0.03579410239289451
3.163102,0.00639681,0.0024831621807865864,0.002470133733599262,4.603774e-05,-1.3028447187324495e-05,0.08008613260223565
3.17587,0.006372037,0.0024863862487157426,0.0024741070244163194,4.62816e-05,-1.2279224299423241e-05,0.07039229682209067
3.18859,0.006347381,0.0024857662561717313,0.0024791515713362684,4.633574e-05,-6.614684835462917e-06,0.020379151905784165
3.20126,0.006322633,0.0024884792706597503,0.0024829665884550643,4.641692e-05,-5.512682204686023e-06,0.014105005996347002
3.213881,0.006298524,0.0024898715482215366,0.002485383840767692,4.658356e-05,-4.487707453844705e-06,0.009280763940993732
3.226454,0.006274938,0.0024933553799694275,0.0024863132400529064,4.696125e-05,-7.04213991652115e-06,0.022486921434888694
3.23898,0.006250889,0.0024937882049718366,0.0024868500483899996,4.715903e-05,-6.938156581837076e-06,0.02164504367471316
